,embedding,name,label,sub_label,parts,sample_id,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,visibleMethodsQty,type,from_project,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
1810,"[ -7.82570503   1.52900088  33.98134539 ... -10.48211809   8.36139125
  -0.32220078]",9138075,not_blob,not_blob,train,9138075,4,17.0,1,5,20.0,0.22222222,0.41666666,9,0,8,0,1,0,9,0,0,0,9,4,0,9,0,0.0,3,0,51.0,4,0,5,0,0,7,0,18,1,10,2,0,0,0,55,1,0,,,,,,,,
1811,"[-48.1830757  -41.54501196  87.91307023 ... -59.65296065 -19.4912382
  52.37380323]",9139344,not_blob,not_blob,train,9139344,36,28.0,1,8,190.0,0.0,0.0,20,0,19,1,0,0,19,0,0,0,0,0,0,0,0,0.0,0,0,96.0,25,0,3,0,1,2,0,6,0,6,2,0,0,0,39,2,0,,,,,,,,
1812,"[-22.53305801  -7.90857386  54.66246669 ... -18.30048715  12.52630551
  -6.21020233]",9140757,not_blob,not_blob,train,9140757,12,18.0,2,24,8.0,0.2857143,0.2857143,8,0,6,1,1,0,7,0,0,0,2,1,1,0,0,1.0,1,1,71.0,7,2,5,0,3,5,6,14,2,11,1,0,0,0,58,1,0,,,,,,,,
1813,"[-4.57319114 -1.57973389 19.36341149 ... -5.15077125  2.00000066
  2.04968947]",9141639,not_blob,not_blob,train,9141639,3,5.0,2,4,0.0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0.0,0,0,19.0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0,,,,,,,,
1814,"[-108.99379561  -58.73911563  137.21597584 ... -102.24575111    4.77510244
   44.69873682]",9144201,not_blob,not_blob,train,9144201,20,51.0,1,44,186.0,0.1,0.1,24,0,20,4,0,0,20,0,0,0,8,2,0,4,4,0.0,1,0,217.0,15,6,9,8,0,2,3,42,1,39,5,0,0,0,82,1,0,,,,,,,,
1815,"[-28.30158581 -15.46921676  53.72967283 ... -27.5306863    0.7591626
  16.0208948 ]",9158392,not_blob,not_blob,train,9158392,10,22.0,2,21,15.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,56.0,14,1,7,0,4,0,1,8,0,8,3,0,0,0,31,1,0,,,,,,,,
1816,"[-10.50306335  -1.60556751  14.25446403 ... -14.68620061   1.18845811
  -6.36487757]",9158644,not_blob,not_blob,test,9158644,12,11.0,2,14,0.0,1.0,1.0,4,0,3,1,0,0,3,0,0,0,2,0,0,0,2,0.0,0,0,37.0,4,0,5,1,4,0,0,9,0,8,1,0,0,0,41,1,0,,,,,,,,
1817,"[-22.79507479  -9.60106824  33.82644069 ... -22.9723644    2.56189728
  11.33546666]",9161787,not_blob,not_blob,train,9161787,15,22.0,2,20,0.0,1.0,1.0,8,0,6,0,2,0,8,0,0,0,7,0,0,6,1,0.0,7,0,95.0,7,0,5,0,8,0,0,41,0,14,3,0,0,0,69,1,0,,,,,,,,
1818,"[-7.74579737 -5.11854559 12.5772121  ... -8.95828052 -0.81104372
  3.68225616]",9162014,not_blob,not_blob,train,9162014,2,4.0,1,4,1.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,1,1,0,1,0,0.0,0,1,14.0,3,0,1,1,0,3,0,1,1,1,2,0,0,0,13,1,0,,,,,,,,
1819,"[-61.5645708  -44.06889027  76.1544318  ... -54.67766587   4.3485068
  19.96439315]",9171656,not_blob,not_blob,train,9171656,11,15.0,1,14,0.0,0.5272727,0.6545454,11,0,11,0,0,0,11,0,0,0,4,0,0,4,0,0.0,0,0,155.0,12,0,3,5,0,0,7,22,1,16,2,0,1,0,41,1,0,,,,,,,,
1820,"[-3.75388831 -6.97775292  4.4331637  ... -3.74101233 -3.49458145
  7.5822593 ]",9176003,not_blob,not_blob,train,9176003,2,8.0,2,0,28.0,0.0,0.0,8,0,8,0,0,0,8,7,0,0,0,0,0,0,0,0.0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1025,0,,,,,,,,
1821,"[-9.26635569  0.97147826 21.17232142 ... -9.53814223 10.02633397
 -9.03153579]",9177949,not_blob,not_blob,test,9177949,9,6.0,2,10,4.0,0.16666667,0.16666667,4,0,3,0,0,1,4,0,0,0,1,0,0,0,1,0.0,0,0,24.0,3,0,1,0,0,0,0,4,0,3,1,0,0,0,56,0,0,,,,,,,,
1822,"[ 1.59023099 16.85086042 18.00057322 ... -5.53147211 18.11138198
 -0.10978156]",9186714,not_blob,not_blob,train,9186714,20,34.0,1,0,561.0,0.0,0.0,34,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0.0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,,,,,,,,
1823,"[ -8.48542057   3.15912073  -6.24103059 ... -11.73861159  -2.71188193
 -28.68675842]",9188325,not_blob,not_blob,train,9188325,14,1.0,1,39,0.0,0.2613972291937913,0.32355633344881946,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,59.0,1,0,0,0,0,11,18,17,0,17,0,0,0,0,41,1,0,,,,,,,,
1824,"[-5.24395612  0.06243094 11.88219585 ... -4.45250809  2.40530211
  0.34280564]",9189420,not_blob,not_blob,train,9189420,4,3.0,2,3,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,12.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,31,1,0,,,,,,,,
1825,"[-6.64138082 -4.86296624  7.16335779 ... -6.77388686 -0.89963461
  4.88540798]",9189634,not_blob,not_blob,test,9189634,3,7.0,1,5,0.0,0.5,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0.0,0,0,28.0,3,2,1,0,0,0,2,6,0,5,1,0,0,0,20,2,0,,,,,,,,
1826,"[-2.47523791  1.8513855   9.45735717 ... -1.32263523  1.91712348
 -1.31046152]",9191083,not_blob,not_blob,train,9191083,6,3.0,2,1,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0.0,0,0,13.0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,47,1,0,,,,,,,,
1827,"[-2.10303443  1.87832911 10.56222582 ... -1.26137154  0.73298325
  1.87054372]",9198380,not_blob,not_blob,train,9198380,1,2.0,2,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,,,,,,,,
1828,"[ -8.39317801  -5.19166694   8.61485097 ... -11.75484462  -2.03056114
   4.51565154]",9200631,not_blob,not_blob,train,9200631,4,6.0,2,7,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,18.0,2,1,2,0,0,1,1,1,0,1,3,0,0,0,18,0,0,,,,,,,,
1829,"[-59.1985606  -39.51308925 146.19255034 ... -98.54022619  15.15760747
   3.40762839]",9201577,not_blob,not_blob,train,9201577,19,34.0,1,30,20.0,0.4502924,0.61403507,20,0,18,1,1,0,19,0,0,0,4,0,0,4,0,0.0,0,0,163.0,15,2,4,0,1,1,8,9,3,8,2,0,2,0,67,1,0,,,,,,,,
1830,"[-24.78263308  -7.12540191  88.83585827 ... -46.5458372   28.29256828
 -14.03343916]",9201619,not_blob,not_blob,train,9201619,10,30.0,2,37,189.0,0.1,0.1,22,0,1,1,20,0,21,4,0,0,3,2,0,3,0,0.0,2,2,101.0,14,0,4,2,0,4,8,13,0,8,1,1,0,0,87,1024,0,,,,,,,,
1831,"[-9.95531686 -5.89983805 13.13518935 ... -8.69074442 -0.89569677
  4.4053359 ]",9203767,not_blob,not_blob,test,9203767,3,4.0,2,12,1.0,0.0,0.0,2,0,0,0,1,1,2,0,0,0,1,1,0,1,0,0.0,1,1,26.0,2,0,0,0,3,0,10,7,5,4,1,0,0,0,42,10,0,,,,,,,,
1832,"[-3.09621131 -3.78380471  1.66597053 ... -2.49782246 -2.05076841
  3.98917007]",9205838,not_blob,not_blob,train,9205838,1,5.0,1,0,10.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,,,,,,,,
1833,"[ -84.6601986   -26.55074503   13.92576043 ... -196.4639407  -158.16635389
  104.19073122]",9220014,not_blob,not_blob,train,9220014,17,25.0,2,20,34.0,0.0,0.0,9,6,2,7,0,0,3,0,0,0,9,7,0,9,0,0.0,9,2,545.0,7,2,9,1,1,14,14,26,8,22,3,2,2,0,116,1,0,,,,,,,,
1834,[ 7.9418316  1.3443675 13.336269  ... -8.995032   1.4384252  3.7132576],9221780,not_blob,not_blob,test,9221780,12,11.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,28.0,11,0,0,0,0,10,0,0,0,0,1,0,0,0,17,17,0,,,,,,,,
1835,"[-17.51208216   1.47050252 -13.93383968 ... -17.00412744 -16.53899539
  10.02183869]",9234588,not_blob,not_blob,train,9234588,9,17.0,2,15,1.0,0.2613972291937913,0.32355633344881946,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,42.0,3,2,1,0,2,6,2,7,3,6,2,0,0,0,47,26,0,,,,,,,,
1836,"[ -5.57379526  -5.93913728   5.45757324 ... -10.00347427  -3.88798347
  10.59256595]",9241387,not_blob,not_blob,train,9241387,6,7.0,1,10,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,1,1,1,0,0.0,2,2,32.0,3,0,1,1,0,3,0,9,0,7,1,0,0,0,28,17,0,,,,,,,,
1837,"[-10.25417833  -7.38127367  15.347583   ... -17.03415443  -9.67586177
  21.03290351]",9241391,not_blob,not_blob,train,9241391,5,12.0,1,5,0.0,0.7,1.0,5,0,2,0,0,3,5,0,3,0,4,1,0,4,0,0.0,3,0,43.0,8,0,2,0,4,0,13,8,3,7,2,0,0,0,46,8,0,,,,,,,,
1838,"[ -4.1351928   -7.57551241   7.83740343 ... -15.98885088  -5.63479865
  16.64181753]",9243860,not_blob,not_blob,train,9243860,8,11.0,2,8,21.0,0.0,0.0,7,0,4,0,1,2,7,0,0,0,2,2,0,2,0,0.0,1,0,32.0,6,1,2,0,0,1,6,5,0,5,1,0,0,0,38,1,0,,,,,,,,
1839,"[ 0.17884317 -0.98752079  1.13382527 ... -2.62668394 -0.94218665
  1.84576271]",9248213,not_blob,not_blob,train,9248213,2,2.0,1,0,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0.0,1,0,14.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,57,9,0,,,,,,,,
1840,"[-1.1853156  -1.7306325   2.756525   ... -2.9841118  -0.84291404
  3.3741767 ]",9249010,not_blob,not_blob,test,9249010,2,2.0,1,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,,,,,,,,
1841,"[ -5.22314053   0.15922007  22.19454704 ... -41.20423421  18.69905031
 -41.62287578]",9251517,not_blob,not_blob,train,9251517,1,1.0,2,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0,0,10.0,1,0,0,0,0,66,0,5,0,5,0,0,0,0,24,1,0,,,,,,,,
1842,"[-0.93877885 -3.81570131  2.58484623 ... -4.58408231 -1.49679244
  5.73109627]",9260596,not_blob,not_blob,test,9260596,1,3.0,2,0,0.0,0.6666667,1.0,3,0,0,0,0,3,3,0,0,0,2,0,0,0,0,2.0,2,0,15.0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,8,0,,,,,,,,
1843,"[-3.60500485 -2.57871222  3.97347733 ... -7.52665937 -1.62345012
 11.26997402]",9272148,not_blob,not_blob,train,9272148,2,3.0,2,1,3.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,11.0,1,0,0,0,0,2,4,0,1,0,0,0,0,0,13,1,0,,,,,,,,
1844,"[ 0.59236959 -0.35260513  1.29039519 ... -4.4415222  -1.17184651
  2.58109213]",9272415,not_blob,not_blob,test,9272415,5,3.0,2,5,3.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,178.0,1,0,0,0,0,274,9,7,0,1,0,0,0,0,21,1,0,,,,,,,,
1845,"[ -72.21992566  -37.63706907   24.48114792 ... -125.49459435  -85.04901337
  116.96866722]",9276314,not_blob,not_blob,train,9276314,16,46.0,1,46,87.0,0.3030303,0.42424244,19,1,0,7,0,12,12,0,1,3,8,2,0,4,0,4.0,7,3,323.0,18,1,7,2,2,8,5,32,1,28,3,0,4,1,116,16,0,,,,,,,,
1846,"[-4.80594844  1.18241922 -8.24746988 ... -6.14675008 -5.78602979
  0.32155195]",9293949,not_blob,not_blob,train,9293949,6,4.0,1,3,1.0,0.2613972291937913,0.32355633344881946,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,18.0,1,0,2,0,0,0,0,6,0,4,1,0,0,0,23,26,0,,,,,,,,
1847,"[-0.96690258 -1.46837722  5.0337535  ... -4.26112422 -0.27755765
  1.59253417]",9295153,not_blob,not_blob,train,9295153,9,5.0,2,7,10.0,0.0,0.0,5,0,0,0,0,5,5,1,2,0,0,0,0,0,0,0.0,0,0,17.0,3,0,0,0,0,0,0,2,0,2,0,0,0,2,56,1024,0,,,,,,,,
1848,"[-26.77522944  -9.40023673  27.53104853 ... -69.27946228 -14.5332453
  64.44872241]",9295458,not_blob,not_blob,train,9295458,14,31.0,2,35,61.0,0.3006536,0.6862745,18,0,18,0,0,0,18,0,0,0,4,0,0,4,0,0.0,2,1,117.0,20,0,1,0,0,1,3,23,0,15,3,0,0,0,59,1,0,,,,,,,,
1849,"[ -6.19250429  -6.75592983   7.79820846 ... -13.13242505  -2.35615031
  15.55417091]",9298816,not_blob,not_blob,test,9298816,4,7.0,2,3,10.0,0.0,0.0,5,1,2,3,0,0,2,0,0,0,2,1,0,2,0,0.0,2,1,28.0,5,0,0,0,0,0,1,2,0,2,1,0,0,0,24,26,0,,,,,,,,
1850,"[ -74.84046492  -52.14590888   40.44911093 ... -102.35068905  -39.30921271
  120.02363384]",9302532,not_blob,not_blob,train,9302532,18,45.0,2,36,0.0,0.7017544,0.7017544,23,0,19,4,0,0,19,0,0,0,1,0,0,1,0,0.0,1,2,140.0,25,2,11,6,3,8,6,15,2,13,2,0,0,0,123,0,0,,,,,,,,
1851,"[ -4.55401735   3.2193485    2.45810978 ... -14.6568928  -10.90492107
  11.4893899 ]",9308078,not_blob,not_blob,train,9308078,4,5.0,1,5,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,2,1,0,1,0,1.0,0,1,26.0,2,0,2,0,0,0,1,6,0,4,2,1,0,0,32,10,0,,,,,,,,
1852,"[ -5.15247037   4.93346386   4.21850686 ... -28.59988876 -27.18604001
  20.73582944]",9312524,not_blob,not_blob,train,9312524,4,23.0,1,16,13.0,0.38181818,0.8181818000000001,11,1,0,0,0,11,11,0,0,0,8,0,0,8,0,0.0,5,0,115.0,8,6,0,0,7,2,13,34,6,30,2,0,0,0,76,16,0,,,,,,,,
1853,"[-10.21079993  -4.66822858   5.11835813 ... -16.60776232  -4.04740994
  17.8379973 ]",9313540,not_blob,not_blob,train,9313540,2,6.0,2,1,6.0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,27.0,1,0,0,0,0,3,10,5,0,1,1,0,0,0,14,1,0,,,,,,,,
1854,"[-3.61251    -3.95347828  4.48442733 ... -5.39127737 -1.57366347
  5.97774982]",9322007,not_blob,not_blob,test,9322007,4,2.0,2,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,,,,,,,,
1855,"[-10.96905788 -12.30296499  11.33520699 ... -16.7313543   -3.37296167
  21.95094381]",9331054,not_blob,not_blob,train,9331054,7,9.0,2,8,6.0,0.41666666,0.41666666,9,0,8,0,0,1,9,0,4,0,1,0,0,1,0,0.0,0,1,32.0,3,0,0,0,0,2,0,2,1,1,0,0,0,0,55,17,0,,,,,,,,
1856,"[ -4.69692214  -6.41338002   4.74171421 ... -13.18143067  -3.26432054
  19.59763052]",9336399,not_blob,not_blob,train,9336399,3,6.0,2,1,10.0,0.0,0.0,5,1,5,0,0,0,5,0,0,0,1,1,0,0,0,1.0,0,0,19.0,1,0,1,0,0,4,9,2,0,2,0,0,0,0,17,1,0,,,,,,,,
1857,"[-4.93038353 -4.63350219  8.19588774 ... -8.34822759 -4.01874977
 11.85515931]",9340516,not_blob,not_blob,train,9340516,2,6.0,1,2,0.0,1.0,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0.0,0,0,17.0,2,0,1,0,1,0,1,3,2,2,1,0,0,0,15,26,0,,,,,,,,
1858,"[ -8.58928369  -4.59725819   6.30835774 ... -12.19355085  -4.41955747
   9.58007741]",9342531,not_blob,not_blob,train,9342531,4,10.0,1,4,0.0,0.52380955,0.71428573,7,0,6,0,1,0,7,1,0,0,3,0,0,3,0,0.0,0,0,39.0,0,1,0,0,0,2,0,7,0,4,2,0,0,0,28,1025,0,,,,,,,,
1859,"[-183.26221928   -4.5367536   -23.54173155 ... -264.24839641 -118.92378172
  120.37436523]",9348514,not_blob,not_blob,train,9348514,19,91.0,1,64,289.0,0.33333334,0.33333334,26,11,0,24,0,2,3,0,0,0,72,64,0,72,0,0.0,61,18,897.0,17,22,5,3,4,47,101,118,8,106,4,1,6,0,406,0,0,,,,,,,,
1860,"[ 3.3339782  -0.97847897 -1.1782322  ... -1.8273689   0.53286695
 -0.6430123 ]",9355318,not_blob,not_blob,test,9355318,2,2.0,2,5,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,,,,,,,,
1861,"[-112.07999271   19.78034519  -69.63311142 ... -160.75454494 -194.95011009
  104.20668395]",9357604,not_blob,not_blob,test,9357604,11,46.0,2,32,138.0,0.1631579,0.26842105,21,0,17,1,3,0,20,0,0,1,8,0,0,8,0,0.0,0,0,311.0,15,1,19,0,0,4,9,24,1,18,3,1,2,0,161,1,0,,,,,,,,
1862,"[-5.18963677 -7.55859859  6.68933478 ... -9.0148668  -2.25199547
 12.91844338]",9359683,not_blob,not_blob,train,9359683,4,4.0,1,3,6.0,0.0,0.0,4,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0.0,0,0,14.0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,50,1,0,,,,,,,,
1863,"[-3.82917738 -1.83105864  2.63557494 ... -6.53662852 -2.69671565
  4.48708861]",9366675,not_blob,not_blob,train,9366675,3,3.0,1,3,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,10.0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,7,10,0,,,,,,,,
1864,"[-45.71380273 -20.58842911  37.90975693 ... -86.6123069  -48.18027703
  46.02622046]",9367707,not_blob,not_blob,test,9367707,9,46.0,1,30,19.0,0.16666667,0.16666667,10,2,2,7,0,1,4,0,0,0,6,5,0,6,0,0.0,4,21,194.0,16,0,16,7,0,35,0,28,17,19,5,2,0,17,181,0,0,,,,,,,,
1865,"[-12.74085352  -0.7397835    3.11236174 ... -19.07904661   2.83705983
   6.25604566]",9369034,not_blob,not_blob,train,9369034,3,16.0,2,9,105.0,0.0,0.0,15,7,1,7,0,7,9,0,0,0,0,0,0,0,0,0.0,0,7,39.0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,26,0,0,,,,,,,,
1866,"[-13.59050129 -13.07067168  13.88200176 ... -23.89511552 -10.22292823
  24.35523889]",9371177,not_blob,not_blob,train,9371177,2,10.0,2,9,2.0,0.73333335,1.0,9,1,6,3,0,0,6,0,0,0,5,0,0,5,0,0.0,5,4,52.0,9,0,0,0,4,2,6,12,9,12,1,0,0,0,28,25,0,,,,,,,,
1867,"[ -6.94117923  -9.76322289  16.27343051 ... -19.97801015  -3.75674494
  19.05224562]",9380244,not_blob,not_blob,train,9380244,8,14.0,1,6,0.0,0.53571427,0.53571427,8,0,6,0,0,2,8,0,0,0,2,0,0,2,0,0.0,0,1,45.0,6,1,3,0,5,1,4,10,0,7,2,0,0,0,47,0,0,,,,,,,,
1868,"[ -2.04751867  -0.98069216  17.54880016 ... -16.33939403  -3.47968723
   0.74131458]",9383985,not_blob,not_blob,train,9383985,8,10.0,2,11,21.0,0.0,0.0,7,1,5,0,2,0,7,0,0,0,1,1,0,1,0,0.0,0,0,43.0,5,0,1,0,2,5,1,5,0,5,1,0,0,0,44,1,0,,,,,,,,
1869,"[-1.37547372 -1.21403662  5.55638993 ... -3.58358     2.94760939
  4.7309203 ]",9388648,not_blob,not_blob,test,9388648,2,2.0,2,5,1.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0.0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,,,,,,,,
1870,"[-15.45496278 -14.40021256  10.72216965 ... -26.93419851  -7.66212593
  28.54999343]",9388855,not_blob,not_blob,train,9388855,13,19.0,2,18,0.0,0.6785714,0.75,8,0,4,0,0,4,8,0,0,0,2,0,0,0,0,2.0,2,0,81.0,5,8,0,0,1,6,10,20,5,14,2,0,0,0,52,24,0,,,,,,,,
1871,"[-30.99770671   1.81647126  20.9446388  ... -67.74006429   1.29247313
  27.20862502]",9394449,not_blob,not_blob,train,9394449,8,59.0,2,31,69.0,0.0952381,0.0952381,14,0,13,0,1,0,15,6,0,0,17,1,1,13,1,2.0,8,13,206.0,1,2,17,0,1,11,28,61,5,23,4,0,0,0,129,1024,0,,,,,,,,
1872,"[ 0.6079689   0.03011018  2.5178885  ... -1.1884845  -0.2672791
  1.0073183 ]",9394464,not_blob,not_blob,train,9394464,3,2.0,2,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,,,,,,,,
1873,"[ -64.98054658   16.57495257  -86.3647658  ... -109.82618735 -107.62263545
   -3.22102717]",9395153,not_blob,not_blob,train,9395153,8,90.0,2,21,0.0,0.16666667,0.16666667,5,0,3,2,0,0,4,0,2,0,16,12,0,15,0,1.0,13,12,188.0,10,4,41,1,38,5,59,87,32,48,8,0,2,0,251,1,0,,,,,,,,
1874,"[-0.7496287  -0.24351884  0.81429175 ... -4.35974789 -1.88068732
  1.3717953 ]",9397250,not_blob,not_blob,train,9397250,13,5.0,2,2,6.0,0.0,0.0,4,0,0,0,0,4,4,1,0,0,1,0,0,0,0,1.0,0,0,18.0,2,0,1,0,0,0,0,3,0,2,1,0,0,0,53,1024,0,,,,,,,,
1875,"[-3.31386918 -6.65612913  4.18192939 ... -3.42645407 -2.2880671
  5.09646952]",9398714,not_blob,not_blob,train,9398714,4,8.0,1,0,28.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,23,23,23,0,0,0.0,23,0,33.0,0,0,0,0,0,0,23,23,0,23,0,0,0,0,162,1,0,,,,,,,,
1876,"[-51.20156591 -55.91790035  51.26285766 ... -98.76207336 -29.50138471
  63.15568608]",9402805,not_blob,not_blob,train,9402805,15,60.0,1,31,0.0,0.5955882,0.88235295,19,2,14,2,0,3,17,0,0,0,10,1,0,10,0,0.0,10,2,193.0,18,0,34,0,43,23,87,44,47,40,2,0,1,0,278,17,0,,,,,,,,
1877,[-1.3475518 -1.7214401  3.302341  ... -4.2099876 -1.8844986  4.7141542],9411658,not_blob,not_blob,train,9411658,8,5.0,2,9,8.0,0.1,0.1,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0.0,0,0,20.0,3,0,0,0,1,0,0,2,1,2,0,0,0,0,23,1,0,,,,,,,,
1878,[-4.4808025 -1.8245926  3.671814  ... -8.1382265 -1.9826272  8.335283 ],9420761,not_blob,not_blob,test,9420761,5,5.0,2,3,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,18.0,4,1,0,0,0,1,1,3,0,3,2,0,0,0,19,1,0,,,,,,,,
1879,"[-5.93157272 -5.43246284  5.17293771 ... -9.64391208 -2.4088724
 15.36238034]",9421191,not_blob,not_blob,train,9421191,2,4.0,2,1,6.0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,14.0,1,0,0,0,0,3,6,0,1,0,0,0,0,0,14,1,0,,,,,,,,
1880,"[-1.23012388 -2.24927336  1.09345816 ... -2.51633286 -1.5960519
  2.51945795]",9431580,not_blob,not_blob,train,9431580,0,2.0,1,2,1.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,,,,,,,,
1881,"[-10.57186355  -6.75132118   5.20804177 ... -16.35407927 -10.47774404
   2.89349783]",9432587,not_blob,not_blob,train,9432587,1,10.0,1,9,0.0,0.2613972291937913,0.32355633344881946,1,1,1,0,0,0,1,0,0,0,2,2,2,0,0,0.0,2,0,47.0,2,0,5,0,5,1,9,18,1,7,2,0,0,0,27,1,0,,,,,,,,
1882,"[ -6.73213941  -4.25745382   7.19375091 ... -14.83009022  -7.80652672
  10.31465109]",9443834,not_blob,not_blob,train,9443834,5,6.0,2,12,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,2,24.0,2,0,2,0,0,2,6,2,0,2,2,0,0,0,20,2,0,,,,,,,,
1883,"[-27.96003116  -6.05956327  17.87838679 ... -37.06256945   1.72510552
  26.62017969]",9453144,not_blob,not_blob,test,9453144,15,17.0,1,27,0.0,0.5833333,0.5833333,9,0,9,0,0,0,9,0,0,2,8,3,2,5,0,1.0,8,0,85.0,9,2,1,2,0,9,0,15,3,15,4,0,0,0,74,1,3,,,,,,,,
1884,"[-44.38592282 -21.03697358  36.68087637 ... -58.15550407 -11.59963468
  58.01420251]",9453983,not_blob,not_blob,train,9453983,8,20.0,2,14,0.0,0.44444445,0.8,11,0,8,1,0,2,10,0,0,0,8,2,0,8,0,0.0,5,2,91.0,7,2,3,0,1,2,10,20,6,15,2,1,0,0,113,1,0,,,,,,,,
1885,"[-25.01137253  -7.4208525   10.45804598 ... -36.05900817  -8.74794519
  17.97069941]",9474095,not_blob,not_blob,train,9474095,9,25.0,1,23,10.0,0.0,0.0,5,1,4,0,1,0,5,2,1,0,0,0,0,0,0,0.0,0,2,62.0,1,1,5,0,0,15,1,7,5,7,3,0,0,0,90,1025,0,,,,,,,,
